Citation,Continent,Country,Latitude,Longtitude,asl,MAT,MAP,Vegetation species,Forest age,soilCN,Duration,Ambient_level,Manipulated_level,dco2,Fumigation,Response_variable,R,v,Note
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,-0.11 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.38 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.13 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.54 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.64 ,0.25 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.20 ,0.29 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,0.14 ,0.29 ,
McKinley et al. 2009,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,132.0 ,350,700,350,OTC,Rs,-0.08 ,0.40 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Nmin,0.02 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Nmin,0.11 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Rs,0.24 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Rs,0.43 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Rootbiomass,0.18 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Rootbiomass,0.49 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Leaf[N],-0.39 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Leaf[N],-0.22 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Stem[N],-0.22 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Stem[N],-0.10 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Leafbiomass,0.37 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Leafbiomass,0.34 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Stembiomass,0.25 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Stembiomass,0.31 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Root[N],-0.30 ,0.50 ,
Mikan et al.  2000,North America,USA,43.57 ,-84.67 ,222 ,7.8 ,790 ,Populus tremuloides,seedling,9.93,24.0 ,360,700,340,OTC,Root[N],-0.27 ,0.50 ,
Millett et al. 2012,Europe,UK,53.23 ,-4.13 ,,11.5 ,1034 ,Alnus glutinosa,seedling,10.97,48.0 ,380,580,200,FACE,BNF,0.33 ,0.50 ,non-symbiotic N-fixing
Millett et al. 2012,Europe,UK,53.23 ,-4.13 ,,11.5 ,1034 ,Alnus glutinosa,seedling,10.97,48.0 ,380,580,200,FACE,BNF,0.09 ,0.50 ,symbiotic N-fixing
Moscatelli et al. 2005,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,Populus x euramericana,seedling,8.46,36.0 ,400,550,150,FACE,Rs,0.01 ,1.00 ,POP-EUROFACE
Niinisto et al. 2004,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,16.6 ,48.0 ,415,700,285,Growth Chamber,Rs,0.44 ,0.50 ,
Niinisto et al. 2004,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,16.6 ,48.0 ,415,700,285,Growth Chamber,Rs,0.27 ,0.50 ,
Niinisto et al. 2004,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,16.6 ,48.0 ,415,700,285,Growth Chamber,Rs,0.25 ,0.50 ,
Niinisto et al. 2004,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,16.6 ,48.0 ,415,700,285,Growth Chamber,Rs,0.36 ,0.50 ,
Norby 1987,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Elaeagnus angustifolia,10,7.4,2.8 ,350,700,350,Growth Chamber,BNF,0.27 ,0.20 ,symbiotic N-fixing
Norby 1987,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Robinia pseudoacacia,10,7.4,3.5 ,350,700,350,Growth Chamber,BNF,1.31 ,0.20 ,symbiotic N-fixing
Norby et al. 1992,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,36.0 ,355,505,150,OTC,Rs,0.22 ,1.00 ,
Norby et al. 1992,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,36.0 ,355,655,300,OTC,Rs,0.20 ,1.00 ,
Norby et al. 1992,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liriodendron tulipifera,10,7.4,36.0 ,355,505,150,OTC,Rootbiomass,0.62 ,1.00 ,
Norby et al. 1992,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liriodendron tulipifera,10,7.4,36.0 ,355,655,300,OTC,Rootbiomass,0.78 ,1.00 ,
Norby et al. 1995,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Quercus alba,10,7.4,48.0 ,350,500,150,OTC,Rootbiomass,0.21 ,0.40 ,
Norby et al. 1995,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Quercus alba,10,7.4,48.0 ,350,650,300,OTC,Rootbiomass,0.88 ,0.40 ,
Norby et al. 2001,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,384,565,181,FACE,ANPP,0.13 ,1.00 ,Oak Ridge FACE
Norby et al. 2001,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,12.0 ,384,565,181,FACE,ANPP,0.03 ,1.00 ,Oak Ridge FACE
Norby et al. 2001,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,12.0 ,384,565,181,FACE,ANPP,0.26 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,12.0 ,350,537,187,FACE,NPP,0.23 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,350,537,187,FACE,NPP,0.15 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,36.0 ,350,537,187,FACE,NPP,0.19 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,12.0 ,350,537,187,FACE,BNPP,0.17 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,350,537,187,FACE,BNPP,0.21 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,36.0 ,350,537,187,FACE,BNPP,0.60 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,12.0 ,350,537,187,FACE,ANPP,0.24 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,350,537,187,FACE,ANPP,0.14 ,1.00 ,Oak Ridge FACE
Norby et al. 2002,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,36.0 ,350,537,187,FACE,ANPP,0.08 ,1.00 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,0.41 ,0.67 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,0.17 ,0.67 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,0.68 ,0.67 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,0.62 ,0.67 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,1.17 ,0.67 ,Oak Ridge FACE
Norby et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,72.0 ,350,537,187,FACE,Rootbiomass,0.66 ,0.67 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.22 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.14 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.19 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.23 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.28 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.12 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.17 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.16 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.11 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.07 ,0.83 ,Oak Ridge FACE
Norby et al. 2010,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,NPP,0.09 ,0.83 ,Oak Ridge FACE
Oh et al.  2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1140 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SOC,0.05 ,0.67 ,Duke FACE
Oh et al.  2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1140 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SOC,0.05 ,0.67 ,Duke FACE
Oh et al.  2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1140 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SOC,0.15 ,0.67 ,Duke FACE
Oh et al.  2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1140 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SOC,0.00 ,0.67 ,Duke FACE
Oh et al.  2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1140 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SOC,0.10 ,0.67 ,Duke FACE
Oh et al. 2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SoilCN,-0.02 ,0.67 ,Duke FACE
Oh et al. 2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SoilCN,0.15 ,0.67 ,Duke FACE
Oh et al. 2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SoilCN,0.00 ,0.67 ,Duke FACE
Oh et al. 2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SoilCN,0.10 ,0.67 ,Duke FACE
Oh et al. 2007,North America,USA,35.79 ,-79.09 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,60.0 ,400,600,200,FACE,SoilCN,0.00 ,0.67 ,Duke FACE
Oksanen et al.  2005,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,373,729,356,OTC,Leaf[N],-0.16 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,8.82,2.5 ,570,760,190,OTC,Anet,0.50 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Anet,0.23 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Anet,0.26 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,5,2.5 ,570,760,190,OTC,Anet,0.22 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Stembiomass,0.08 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Stembiomass,0.19 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Stembiomass,0.08 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Stembiomass,0.28 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Stembiomass,0.11 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Stembiomass,0.25 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Stembiomass,0.25 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Stembiomass,0.04 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Rootbiomass,-0.04 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Rootbiomass,0.15 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Rootbiomass,0.00 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Rootbiomass,0.35 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Rootbiomass,0.19 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Rootbiomass,0.31 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Rootbiomass,0.27 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Rootbiomass,0.60 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,8.82,2.5 ,570,760,190,OTC,WUE,-0.01 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,WUE,0.08 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,WUE,0.20 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,5,2.5 ,570,760,190,OTC,WUE,0.24 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Leafbiomass,0.34 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Leafbiomass,0.59 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Leafbiomass,0.11 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Leafbiomass,0.58 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,380,760,380,OTC,Leafbiomass,0.14 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Croton urucurana Baillon ,seedling,5,2.5 ,570,760,190,OTC,Leafbiomass,-0.17 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,380,760,380,OTC,Leafbiomass,0.14 ,0.67 ,
Oliveira et al.2012,South America,Brazil,-14.23 ,-51.93 ,260 ,20.0 ,1500 ,Cariniana legalis,seedling,8.82,2.5 ,570,760,190,OTC,Leafbiomass,-0.02 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[N],-0.44 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[N],-0.42 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[N],-0.38 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[N],-0.43 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,LeafCN,0.43 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,LeafCN,0.37 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,LeafCN,0.33 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,LeafCN,0.41 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[C],0.01 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[C],-0.04 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[C],0.04 ,0.67 ,
Olsrud et al.  2010,Europe,Sweden,68.35 ,19.00 ,341,-0.8 ,307 ,"Vaccinium myrtillus, Vaccinium vitisidaea, Vaccinium uliginosum and Empetrum hermaphroditum",seedling,65.1 ,72.0 ,400,730,330,OTC,Leaf[C],0.00 ,0.67 ,
Olszyk et al. 2001,North America,USA,43.65 ,-121.38 ,1451 ,5.4 ,447 ,Pinus ponderosa,seedling,28.4 ,17.0 ,357,707,350,Growth Chamber,BNF,0.09 ,0.83 ,non-symbiotic N-fixing
Olszyk et al. 2001,North America,USA,43.65 ,-121.38 ,1451 ,5.4 ,447 ,Pinus ponderosa,seedling,28.4 ,17.0 ,357,707,350,Growth Chamber,BNF,-0.09 ,0.67 ,non-symbiotic N-fixing
Olszyk et al. 2001,North America,USA,43.66 ,-121.38 ,1451 ,5.4 ,447 ,Pinus ponderosa,seedling,28.4 ,17.0 ,438,717,279,OTC,Rootbiomass,0.03 ,0.67 ,
Olszyk et al. 2001,North America,USA,43.66 ,-121.38 ,1451 ,5.4 ,447 ,Pinus ponderosa,seedling,28.4 ,24.0 ,438,717,279,OTC,Leaf[N],-0.13 ,0.67 ,
Olszyk et al. 2001,North America,USA,43.66 ,-121.38 ,1451 ,5.4 ,447 ,Pinus ponderosa,seedling,28.4 ,17.0 ,438,717,279,OTC,Root[N],0.08 ,0.67 ,
Olszyk et al. 2003,North America,USA,43.65 ,-121.38 ,1451 ,5.4 ,447 ,Pseudotsuga menziesii,seedling,4.63,48.0 ,400,580,180,Growth Chamber,Rootbiomass,0.00 ,0.67 ,
Olszyk et al. 2003,North America,USA,43.65 ,-121.38 ,1451 ,5.4 ,447 ,Pseudotsuga menziesii,seedling,4.63,48.0 ,400,580,180,Growth Chamber,Rootbiomass,0.02 ,0.67 ,
Pajar 1995,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,19.5 ,24.0 ,320,525,205,OTC,Rs,0.57 ,0.50 ,
